ID,Income,Recency,MntWines,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Seniority,Children
955,47175.0,81,167,44,6,2,19,7,4,2,4,8,53,795,2
4037,31859.0,77,3,3,8,0,5,1,1,0,2,7,39,566,1
6642,27215.0,50,30,22,8,9,28,4,2,1,4,6,54,708,3
2793,70179.0,10,532,168,69,44,133,3,7,3,13,5,39,529,1
5424,39922.0,30,29,59,19,1,36,2,3,0,4,8,32,686,1
879,49681.0,66,411,26,0,0,21,6,7,1,7,7,39,630,2
9530,24645.0,16,5,4,4,1,0,1,1,0,2,8,27,1086,1
4828,79865.0,12,71,278,185,121,38,1,5,10,5,1,61,197,1
10699,44322.0,30,46,40,3,0,3,2,3,0,3,8,30,199,1
1497,47958.0,8,268,88,15,3,22,2,6,3,5,5,63,712,1
7476,63972.0,93,928,254,0,12,12,4,5,4,10,4,51,1054,1
4390,75315.0,14,459,171,142,23,31,2,5,4,12,2,61,261,1
10478,55517.0,53,483,108,0,6,36,5,11,1,6,9,65,826,2
1081,75283.0,26,733,180,12,19,66,11,6,3,5,4,58,645,3
4261,82800.0,23,1006,115,59,68,45,1,7,6,12,3,69,768,0
9916,38998.0,92,34,14,0,0,5,3,2,0,3,8,61,1026,2
5350,90638.0,29,1156,915,94,144,96,1,3,4,10,1,24,322,0
8135,27161.0,41,7,23,7,0,11,1,1,0,3,7,29,430,1
8685,42014.0,56,244,108,4,15,50,6,7,1,6,8,38,867,1
4967,38201.0,19,233,23,0,0,12,4,5,1,5,8,55,643,1
2130,45203.0,4,35,67,10,8,24,1,3,1,3,6,33,284,2
9298,81574.0,89,1252,465,46,35,0,1,4,5,8,1,68,248,0
8175,34935.0,71,34,66,3,10,20,1,2,1,4,7,23,559,0
6257,60482.0,81,255,134,37,14,24,1,7,2,7,7,39,708,1
3790,34633.0,31,8,5,0,0,1,1,1,0,2,6,59,343,3
9952,78093.0,53,368,639,13,43,10,1,4,7,5,1,68,415,0
3503,82460.0,78,255,573,52,32,15,1,5,3,6,1,65,688,0
5223,45903.0,80,33,10,2,10,3,2,2,1,3,4,49,253,1
4608,81361.0,18,163,424,27,65,76,1,3,10,13,1,28,310,0
1626,35860.0,37,15,8,4,2,20,2,1,1,2,5,42,227,2
4764,40442.0,52,45,52,25,22,13,4,3,1,4,7,63,865,2
2471,61482.0,39,48,68,16,66,43,1,3,2,6,2,50,188,0
5892,34968.0,11,158,45,8,2,2,7,3,2,5,7,35,454,1
2612,75794.0,33,754,625,63,32,48,1,7,5,12,3,28,373,0
4971,31497.0,22,108,28,13,1,4,2,3,1,4,8,53,933,1
5185,74268.0,83,199,315,97,174,41,1,4,3,5,2,60,686,0
10069,13724.0,43,2,5,2,15,27,1,2,0,2,9,27,853,1
2262,45143.0,74,202,74,11,5,14,3,6,1,5,7,50,493,1
1131,52569.0,54,85,3,0,0,7,1,2,0,4,3,48,242,1
1041,48432.0,3,322,50,4,3,42,5,7,1,6,8,42,805,1
24,17144.0,96,18,19,0,2,6,5,3,0,4,7,55,320,2
3409,36108.0,68,141,129,3,11,47,3,7,1,4,9,31,443,1
7022,76445.0,2,739,309,140,80,35,1,2,5,13,6,44,825,1
7943,36663.0,40,18,6,3,3,5,1,1,1,3,2,40,251,1
5272,53843.0,64,378,88,19,4,73,4,8,5,3,7,50,553,1
5453,90226.0,26,1083,649,253,151,108,1,4,7,12,2,59,827,0
2565,70638.0,69,1016,215,16,12,63,1,4,5,10,3,60,725,0
800,44512.0,57,23,6,0,0,2,2,1,0,3,4,55,489,2
11092,27116.0,78,12,21,2,2,3,2,2,0,3,7,54,332,2
5062,54072.0,71,35,4,0,0,0,1,2,0,2,8,52,523,2
8969,71855.0,59,548,422,0,112,28,4,5,5,11,3,38,715,1
4656,51250.0,28,342,230,34,32,40,5,10,5,4,9,25,642,1
4480,60432.0,61,365,15,4,3,11,5,7,2,5,6,42,120,1
9971,65526.0,22,397,69,12,0,9,1,4,4,8,2,51,58,1
6729,68655.0,95,456,832,75,118,38,1,4,5,11,3,27,815,0
1773,12393.0,38,5,15,11,7,13,1,2,0,3,9,37,994,0
9242,64509.0,19,836,575,24,25,77,1,6,3,9,4,25,502,0
1764,33955.0,92,100,128,23,7,10,4,5,1,5,8,40,480,1
6215,31353.0,24,10,10,3,1,7,2,1,1,2,8,38,368,2
10099,55434.0,21,238,215,169,69,76,3,5,3,13,4,31,601,1
5423,28359.0,35,6,5,2,1,2,1,1,0,2,7,32,431,1
940,57100.0,9,158,99,15,11,17,2,3,2,7,3,28,228,1
3011,69139.0,23,86,75,33,15,6,1,4,1,5,4,50,339,1
3298,52973.0,92,856,76,12,9,199,7,9,6,9,8,59,873,1
8286,51717.0,55,98,17,0,1,5,1,3,0,4,7,50,499,1
9668,18793.0,14,4,20,0,17,20,3,2,0,4,8,44,396,1
5120,66664.0,78,398,447,220,96,32,1,5,7,6,3,33,828,0
6097,50664.0,64,313,104,6,4,126,9,8,1,6,9,56,715,2
7019,54414.0,49,109,16,24,26,18,4,3,1,5,4,52,708,2
7408,54549.0,8,216,6,0,0,9,2,5,1,4,7,63,304,1
8041,47111.0,35,595,153,120,112,41,6,3,2,10,9,44,875,1
252,41003.0,11,123,142,71,44,88,1,6,2,8,6,52,655,0
9986,19444.0,8,16,23,3,2,10,3,4,1,2,7,33,313,1
3276,36301.0,53,11,35,3,5,12,1,3,0,3,7,39,433,1
3859,73059.0,36,410,420,0,82,71,1,9,3,13,4,68,488,1
3570,42731.0,64,159,51,6,2,24,3,4,1,5,5,46,437,1
3783,52854.0,43,105,10,0,1,0,2,2,1,4,5,56,283,2
10207,22775.0,40,5,8,0,0,1,1,1,0,2,8,37,561,1
10906,46681.0,52,269,69,15,19,38,2,4,6,4,5,67,509,2
3427,59821.0,11,629,70,0,0,35,6,11,2,7,8,60,393,1
5209,50002.0,21,443,71,21,16,82,2,8,2,7,7,61,563,1
10711,69755.0,23,217,373,111,23,93,1,3,6,12,1,70,690,0
10785,44078.0,17,24,10,2,0,4,2,2,0,3,5,46,196,2
2814,30560.0,6,9,5,4,5,7,1,1,0,3,7,39,553,1
6866,35924.0,56,8,14,2,3,7,1,1,0,3,5,46,284,2
1665,64140.0,71,1459,61,0,15,215,5,2,5,6,5,51,465,2
6575,56386.0,51,230,214,13,32,75,8,9,1,7,9,34,796,2
3829,24594.0,94,1,6,10,0,9,1,1,0,3,5,36,446,1
3091,75774.0,27,340,134,258,14,56,1,7,5,8,4,34,330,1
10141,39228.0,1,7,6,0,3,3,1,0,0,3,4,55,453,0
5177,58494.0,56,298,68,4,0,19,2,6,2,6,6,41,385,1
7005,58684.0,71,479,179,28,7,85,1,5,3,12,2,34,199,0
6409,57136.0,18,267,599,34,12,127,1,7,5,7,6,48,593,0
7485,56551.0,48,67,32,17,2,16,3,2,1,4,4,65,180,2
8079,22448.0,86,3,8,23,2,18,3,2,1,3,3,33,309,1
8395,82014.0,48,980,265,35,163,31,1,3,6,12,6,54,864,0
10352,34213.0,2,50,28,6,3,26,3,3,1,2,9,52,906,2
4931,157146.0,13,1,1725,2,1,1,0,0,28,0,1,38,612,0
13,25358.0,57,19,5,0,0,8,2,1,0,3,6,68,528,1
1834,35544.0,77,30,23,4,1,4,1,2,0,3,7,37,151,1
2285,36634.0,0,213,76,4,3,30,3,5,2,5,7,61,583,1
2295,62670.0,57,539,92,80,46,38,1,5,3,13,3,61,333,1
1378,50334.0,24,284,160,84,16,134,6,7,4,6,6,43,526,1
2781,72066.0,55,1003,536,134,51,34,1,4,6,6,2,34,192,0
1165,50729.0,62,239,143,45,4,52,9,6,2,7,6,57,695,2
1404,34916.0,89,51,82,33,0,42,4,5,1,3,9,47,596,2
6457,64892.0,77,527,230,32,24,65,2,6,4,12,4,39,217,1
2639,43602.0,45,19,12,10,3,19,3,3,1,2,6,49,92,2
8299,33996.0,46,40,15,8,0,6,1,1,1,3,4,26,418,0
6437,41473.0,80,21,20,15,3,9,1,2,0,3,7,30,561,1
6912,63246.0,60,593,91,29,22,7,1,6,3,12,4,48,499,2
7327,36732.0,71,21,3,10,1,7,3,1,1,4,2,56,368,2
5299,69084.0,43,1181,199,39,30,30,2,7,3,13,8,45,408,1
4127,77766.0,97,1004,265,115,59,27,2,11,10,11,6,48,678,1
8143,37929.0,49,202,46,3,2,10,2,4,2,5,7,30,520,0
1964,86610.0,66,446,768,33,196,53,1,5,6,6,2,64,602,0
3690,80141.0,20,1184,673,52,40,40,1,7,4,10,6,29,426,0
3433,72635.0,54,390,323,104,35,107,1,6,8,6,3,60,666,0
3389,69016.0,61,726,363,123,107,161,4,8,9,13,5,45,770,1
4712,20193.0,18,8,22,24,11,9,1,1,1,4,4,24,764,0
1170,27573.0,45,50,110,39,15,15,4,5,1,4,8,40,647,1
6347,15862.0,26,1,4,11,9,10,1,1,0,3,8,36,553,1
4065,49544.0,0,308,73,0,0,23,2,5,1,8,7,39,395,1
8230,33228.0,28,22,31,7,4,5,1,2,0,3,7,35,343,1
1215,70440.0,49,690,499,76,102,88,1,5,10,7,3,37,509,0
5939,38232.0,84,43,28,7,6,33,4,3,1,3,5,44,349,2
2156,22554.0,38,27,10,0,0,4,4,2,0,4,5,60,1026,2
7788,23536.0,53,6,3,0,0,1,1,0,0,3,3,32,270,1
10323,49413.0,88,205,41,3,2,46,2,4,2,5,5,63,433,1
7947,42231.0,99,24,8,0,1,4,1,1,0,3,5,46,282,2
1891,78789.0,12,667,850,21,83,83,1,4,6,5,2,35,876,0
2570,56534.0,35,691,61,10,0,46,4,10,4,7,8,47,527,1
9256,58350.0,5,493,206,116,80,80,4,8,3,12,6,44,640,1
295,81217.0,77,493,324,146,40,84,1,3,7,11,1,26,531,0
7397,49090.0,45,494,82,7,0,100,3,7,2,9,7,64,531,1
6349,61787.0,71,621,414,78,48,85,1,8,4,6,5,28,573,0
10790,18169.0,40,9,5,0,0,7,1,1,0,2,8,30,681,1
10398,24336.0,82,1,2,8,2,12,1,1,0,2,7,34,857,1
2431,18222.0,70,12,19,12,6,14,1,2,0,3,8,25,731,0
550,62335.0,87,243,217,85,6,26,2,3,3,13,2,63,588,1
1890,42033.0,95,11,4,2,0,7,1,1,0,2,7,44,834,2
10742,86580.0,72,532,127,26,20,20,0,4,2,5,1,32,673,0
10356,41437.0,5,29,2,0,0,1,1,1,0,3,7,58,831,2
4676,73705.0,86,612,520,258,107,107,2,9,6,8,5,64,243,2
8852,61064.0,80,387,342,0,45,180,5,8,4,11,6,39,853,1
3565,38452.0,62,56,14,0,0,2,3,3,0,3,7,60,277,2
5294,18358.0,49,6,19,16,4,4,3,3,0,4,7,26,407,1
1958,55012.0,85,582,65,0,0,13,6,8,2,9,5,42,286,1
7349,9722.0,7,6,16,6,16,42,4,3,1,3,8,42,1056,1
8799,38175.0,6,70,69,2,3,3,3,3,1,4,7,31,465,1
1351,58656.0,25,962,194,16,24,12,4,7,8,13,6,59,833,1
1045,52117.0,55,112,107,30,0,20,2,5,2,4,7,50,868,1
7732,64813.0,81,293,124,179,97,52,1,7,2,10,5,37,334,1
8070,54222.0,98,199,31,3,12,7,1,3,3,5,3,42,363,1
477,83512.0,31,1060,835,80,20,101,1,4,7,10,1,29,198,0
7832,77520.0,30,940,396,0,88,58,1,8,7,7,4,56,491,1
2202,41154.0,98,44,11,2,3,7,1,1,0,4,5,37,484,1
7396,80398.0,92,342,936,207,35,26,1,5,8,12,3,49,812,0
4055,18746.0,41,2,11,12,9,20,2,3,0,3,6,23,217,1
10340,35196.0,68,75,141,43,39,187,6,6,1,5,8,31,779,1
10091,60230.0,78,520,367,39,81,40,2,6,3,6,5,59,591,1
7629,22108.0,46,5,9,6,2,6,2,2,0,3,7,38,149,2
10640,44392.0,71,87,71,7,12,29,5,4,1,4,7,41,602,2
3498,55424.0,6,462,184,10,53,107,4,7,5,9,6,39,767,1
6742,17688.0,82,2,1,3,1,2,1,1,0,2,8,36,718,1
1172,92491.0,71,979,935,29,25,22,1,7,5,12,3,32,726,0
569,90273.0,32,704,853,120,74,111,1,5,6,7,2,24,383,0
4686,82571.0,28,861,558,62,95,79,0,6,5,13,2,53,331,0
1381,38513.0,20,172,115,16,0,18,5,6,1,5,8,33,338,1
2634,16653.0,10,5,31,15,4,7,3,2,1,3,6,36,258,1
10905,42586.0,7,194,56,0,0,0,5,4,1,6,8,60,794,2
1744,23529.0,67,9,13,3,2,20,1,1,1,2,6,50,549,1
1000,74881.0,48,505,270,36,27,54,4,9,2,12,5,54,516,2
3828,71107.0,61,533,217,198,174,195,2,7,6,13,4,64,683,1
8605,46910.0,36,48,14,0,0,6,2,2,0,3,6,51,284,2
10304,18690.0,77,6,7,23,4,19,1,1,1,2,8,56,734,0
4351,37244.0,90,18,10,0,0,25,1,1,1,2,7,60,614,2
10129,82427.0,35,482,509,104,107,107,1,3,5,12,1,49,29,0
2499,75342.0,38,204,97,21,118,26,1,5,2,10,4,57,575,1
10092,70044.0,46,1073,250,153,14,14,4,7,10,5,5,61,682,1
7500,79146.0,33,245,223,21,43,16,2,8,1,8,6,48,252,2
5796,77437.0,70,560,442,29,44,29,1,4,5,13,1,52,401,0
10556,54984.0,51,173,131,32,3,6,4,6,1,6,7,56,222,1
1064,42403.0,18,22,11,0,5,3,1,1,0,3,8,44,415,1
48,55761.0,97,136,12,0,3,32,2,4,1,3,6,51,252,1
7610,37292.0,32,275,86,10,23,66,5,6,3,5,8,32,623,1
263,45576.0,9,56,29,2,14,25,1,3,1,3,8,70,218,0
10814,70321.0,6,303,751,82,26,191,1,6,5,13,4,68,715,0
9710,58086.0,80,708,62,0,0,15,2,11,3,7,8,46,711,1
9292,81795.0,74,324,693,27,118,88,1,4,11,7,2,63,797,0
10250,28389.0,49,1,3,7,4,8,1,1,0,2,7,68,772,0
7881,66835.0,21,620,195,34,17,141,1,6,4,13,2,69,460,0
5847,69901.0,95,312,206,102,92,149,3,7,3,10,5,46,582,1
737,80360.0,56,1493,454,112,43,43,2,4,4,5,2,66,669,0
3571,63342.0,48,918,118,13,10,21,3,8,3,5,6,54,807,1
7807,44989.0,26,98,106,49,10,106,5,5,1,5,6,41,753,1
3878,31859.0,3,3,7,15,8,11,1,1,0,3,7,35,308,1
5092,51569.0,39,380,47,6,0,34,4,7,1,7,8,66,395,1
2154,30372.0,33,15,12,7,3,7,3,2,0,3,7,44,737,2
5394,16014.0,42,3,4,7,8,7,4,1,1,4,3,36,655,2
3798,41120.0,80,24,23,0,8,24,3,2,1,3,6,47,569,2
3524,39763.0,9,80,60,4,6,16,2,5,1,2,9,44,633,1
5247,38725.0,52,31,6,2,1,5,2,1,0,4,4,60,88,2
5883,77981.0,78,138,204,16,126,60,3,7,4,7,5,43,585,1
2118,62905.0,68,166,96,119,107,59,3,7,2,8,4,51,449,1
8812,13533.0,45,12,8,8,0,17,2,2,0,3,7,36,455,1
6616,59481.0,47,178,85,71,66,58,2,3,3,8,2,40,435,1
2797,72117.0,34,707,171,65,60,50,1,9,7,9,5,38,499,1
4328,21955.0,81,5,7,17,14,11,2,2,1,3,6,29,541,1
9167,67131.0,72,465,250,93,35,62,3,9,2,12,6,59,646,1
10560,36802.0,23,16,2,0,0,1,1,1,0,3,5,35,199,1
2631,71853.0,29,358,413,141,97,32,1,2,8,6,1,33,514,0
8312,28249.0,80,1,7,2,14,10,1,2,0,3,6,54,200,0
5534,47808.0,30,123,26,2,0,72,2,3,2,3,7,40,438,1
5093,25509.0,15,40,30,10,7,11,3,3,0,3,9,41,835,1
7592,51012.0,86,102,63,2,9,24,1,4,1,4,6,69,623,0
8895,70596.0,68,347,534,17,0,26,1,3,5,12,2,30,966,0
8584,85431.0,54,376,462,168,53,53,1,2,7,7,0,63,513,0
2694,42664.0,44,21,3,0,0,0,1,1,0,3,6,48,289,1
8910,42586.0,7,194,56,0,0,0,5,4,1,6,8,60,794,2
7433,29760.0,87,64,68,7,5,17,4,3,1,4,8,30,855,1
164,28973.0,59,206,46,3,2,12,2,5,1,5,8,38,810,0
10477,39435.0,16,71,18,0,0,13,1,3,1,2,7,42,572,1
2681,65370.0,1,71,112,138,89,29,1,2,3,13,1,31,723,0
5150,20194.0,64,0,7,11,10,15,2,2,0,3,6,36,745,1
5283,42473.0,72,93,21,0,4,25,3,2,1,4,5,39,318,2
9645,64590.0,98,920,168,36,46,30,1,9,4,10,6,47,809,0
10678,71232.0,91,653,170,34,26,17,2,11,2,10,7,56,399,1
7261,34600.0,8,199,60,8,3,15,5,5,2,5,8,44,730,2
9648,46904.0,20,153,56,0,9,31,4,5,1,4,8,48,1026,2
2870,49094.0,6,376,38,11,8,69,5,6,3,6,6,42,832,1
8008,36075.0,54,46,30,12,1,30,1,2,0,4,6,32,476,1
1513,60839.0,72,600,128,223,150,128,13,2,2,12,8,36,856,2
6173,77298.0,46,425,292,23,35,79,1,6,6,11,3,36,689,1
1419,34026.0,11,18,15,12,8,17,3,2,1,3,5,65,603,2
9150,48918.0,21,52,9,0,0,1,2,1,0,4,4,52,28,2
7960,82122.0,89,734,350,151,25,100,1,3,9,13,1,53,504,0
1250,37697.0,82,34,21,11,4,8,1,2,1,3,6,39,183,1
9905,34074.0,69,135,41,10,1,67,5,3,3,3,6,63,537,2
10691,28520.0,55,11,10,0,2,20,1,1,1,2,6,55,566,2
7002,62535.0,13,163,90,0,45,52,1,3,2,8,3,60,662,1
2952,36273.0,80,29,30,3,2,9,2,3,0,3,6,38,260,1
8439,63404.0,97,734,70,11,44,17,2,6,3,4,4,51,209,2
762,75774.0,27,340,134,258,14,56,1,7,5,8,4,34,330,1
2831,78416.0,99,453,279,188,38,183,2,7,7,10,3,39,188,1
6977,75702.0,87,1073,629,145,37,37,1,10,5,13,6,41,809,1
6289,59385.0,85,135,10,0,4,36,2,3,1,4,5,64,613,2
4168,37070.0,30,231,137,4,15,39,9,5,1,8,7,49,652,2
8397,44689.0,82,18,5,0,0,11,2,1,1,2,7,64,92,2
9284,53977.0,21,620,165,0,24,82,5,5,5,12,5,57,513,1
6237,7144.0,92,81,33,5,2,291,0,23,1,1,0,49,538,2
3130,18701.0,95,12,2,10,6,10,4,2,0,4,5,51,635,2
1619,90369.0,2,292,981,224,23,17,1,4,6,6,1,59,248,0
1990,63159.0,74,965,586,89,86,37,1,3,5,8,3,41,965,0
5513,37758.0,49,27,10,0,0,1,2,1,0,3,8,49,996,2
269,46757.0,71,777,163,0,51,122,6,4,4,7,9,52,776,1
8093,79734.0,72,572,232,23,62,17,1,4,3,6,1,46,187,0
10513,63207.0,68,438,565,91,169,70,1,2,3,6,7,23,711,0
10177,72071.0,4,531,300,150,138,150,3,5,4,8,2,61,686,1
2549,21840.0,80,17,9,0,0,1,1,1,0,3,9,32,529,1
5782,58582.0,15,402,106,101,77,42,2,9,2,9,5,33,460,1
10057,72282.0,70,503,419,90,139,153,1,5,7,9,7,64,531,0
10307,50387.0,91,369,87,12,14,34,3,6,2,8,5,59,488,2
8566,32583.0,10,5,3,0,0,1,1,1,0,2,7,54,200,2
2415,62568.0,99,362,398,80,35,61,3,5,3,5,4,53,181,1
5684,44635.0,25,56,9,0,0,3,2,2,0,3,7,44,417,2
8334,33316.0,34,79,31,4,4,12,3,2,1,4,6,44,631,2
9166,63967.0,57,387,141,73,35,162,3,4,4,12,2,47,480,1
1440,52513.0,84,367,241,104,188,232,2,9,5,9,7,37,997,0
78,25293.0,51,15,11,0,2,9,1,1,1,2,8,46,473,1
5441,54111.0,97,267,54,8,3,50,2,5,2,6,5,50,494,1
5302,78394.0,13,298,697,216,24,166,1,4,6,5,2,29,685,0
4687,80739.0,92,674,736,39,0,92,1,3,11,9,1,57,588,0
1087,22669.0,30,16,36,37,22,48,3,4,1,2,9,40,589,1
6859,29236.0,30,37,24,16,9,9,2,4,0,3,9,28,509,1
9860,44911.0,11,159,22,2,1,31,3,4,1,4,7,56,657,1
7129,54693.0,72,686,142,23,26,35,8,6,4,13,6,53,683,1
5866,48186.0,39,97,66,12,7,34,3,4,1,4,7,41,287,1
10521,54809.0,0,63,57,13,13,22,4,2,1,5,4,38,418,2
7393,41580.0,15,56,24,4,0,3,3,2,1,3,5,37,811,2
7849,80336.0,12,209,456,160,142,66,1,2,9,13,1,45,479,0
332,47743.0,56,198,43,0,12,20,3,4,1,6,6,58,650,1
9847,62972.0,39,313,47,20,0,192,2,7,4,3,6,60,1029,1
531,57333.0,55,941,397,76,58,176,11,8,5,9,6,61,831,1
9576,32313.0,60,86,56,2,4,7,3,4,0,4,9,33,425,1
6906,84953.0,73,167,602,63,72,72,1,3,10,4,2,62,666,0
7419,27071.0,90,8,19,0,2,3,2,2,0,3,6,47,253,1
3170,68148.0,86,389,408,37,57,85,1,4,4,6,2,58,488,0
8527,65735.0,37,239,119,4,15,11,5,6,2,6,7,50,538,2
7872,86836.0,7,179,273,0,21,63,1,6,10,6,5,40,753,0
9931,4023.0,29,5,1,1,1,1,15,0,0,0,19,52,192,2
10595,30093.0,19,2,28,13,4,16,1,2,0,3,7,25,512,0
4609,57705.0,14,383,53,6,4,40,3,8,1,6,6,49,61,1
5010,25008.0,72,2,8,6,1,9,2,1,0,3,8,27,333,1
4427,83257.0,56,536,590,38,107,67,1,5,10,12,6,20,835,0
11148,22280.0,85,2,4,3,1,2,1,1,0,2,8,40,592,1
1168,72159.0,62,322,899,34,40,53,1,4,6,10,2,37,794,0
9595,64260.0,1,539,816,20,0,30,1,4,5,4,3,54,426,0
10163,82733.0,28,712,420,65,38,38,1,8,4,7,4,31,449,0
2886,74290.0,70,1121,72,0,12,12,4,10,8,10,6,44,389,1
6710,58217.0,84,68,13,3,5,13,1,2,0,4,6,64,775,3
5316,21024.0,89,36,18,6,2,18,1,2,0,4,7,39,634,0
9029,70116.0,73,707,603,95,58,29,1,2,8,12,1,43,705,0
521,54006.0,42,174,203,6,24,97,2,8,1,7,7,30,835,1
1459,69063.0,16,666,124,69,8,26,1,5,3,5,3,49,904,1
10241,11448.0,16,0,0,6,2,6,1,1,0,2,6,40,382,0
1630,61825.0,56,162,100,55,30,27,1,4,2,8,4,36,542,1
3254,70886.0,65,407,239,103,88,53,1,5,4,4,2,44,444,1
9064,69109.0,10,823,459,124,29,95,1,6,6,7,4,33,842,0
3678,60208.0,13,488,71,15,0,59,11,8,3,7,7,42,905,2
4227,32889.0,78,28,13,4,2,8,3,2,1,3,5,47,571,2
9467,34738.0,51,3,10,3,0,2,1,1,0,3,6,31,57,1
8486,30538.0,27,284,52,8,3,20,4,9,0,4,10,44,1087,1
2186,82326.0,30,938,754,159,81,183,1,5,10,6,2,38,90,0
3286,26642.0,71,13,15,2,2,8,2,2,0,3,6,48,363,1
8602,69932.0,97,412,153,150,105,57,2,7,6,11,4,51,391,1
3722,44503.0,83,31,8,0,0,8,2,2,0,3,6,43,260,2
6715,60200.0,3,502,132,0,6,26,6,6,2,11,6,67,699,1
4796,49638.0,71,18,3,3,5,0,1,1,0,3,2,63,257,1
9612,23830.0,3,1,6,4,8,16,1,1,0,3,7,28,183,0
3766,33051.0,15,100,243,108,94,219,3,9,1,8,9,56,868,0
1399,72905.0,52,407,445,181,165,203,1,3,7,9,1,57,345,0
1570,69702.0,8,664,240,50,19,57,2,7,7,10,4,64,681,1
3426,70300.0,89,1045,338,60,46,46,3,5,5,13,8,40,535,1
3074,70643.0,66,1218,304,23,143,33,1,5,8,4,6,31,808,0
8341,30396.0,22,15,6,0,1,12,2,1,1,2,7,46,246,1
5180,50616.0,56,128,16,0,1,4,2,4,0,4,7,47,258,1
6461,62772.0,74,581,157,43,8,108,1,5,6,11,2,46,592,1
7679,30298.0,48,6,12,6,1,0,1,1,1,3,3,30,227,0
10702,52413.0,67,185,133,56,56,12,2,7,1,7,7,31,1026,1
7505,44155.0,24,22,9,0,0,14,1,1,1,2,4,58,347,2
5113,86979.0,67,584,835,65,83,35,1,5,5,5,2,44,539,0
10858,76532.0,38,355,177,90,138,30,4,9,5,7,5,40,479,2
2961,42081.0,86,175,110,54,6,27,2,6,3,4,6,33,674,1
2747,67546.0,90,864,768,150,38,172,1,4,10,5,3,27,853,0
3010,88420.0,87,957,612,99,95,153,1,4,7,8,1,26,330,0
5790,31158.0,62,25,16,20,0,5,2,2,0,3,8,30,704,1
6892,61671.0,23,641,56,0,0,28,8,10,4,6,8,47,301,1
1743,69719.0,99,273,208,177,14,43,1,2,3,5,1,41,220,0
3578,49160.0,29,122,43,25,10,15,2,3,1,6,6,66,438,1
8462,24882.0,52,1,10,29,0,36,1,1,1,2,6,37,844,1
5558,90933.0,90,1020,430,62,63,79,1,4,6,4,1,61,276,0
4619,113734.0,9,6,3,1,262,3,0,27,0,0,1,70,218,0
8780,59292.0,71,378,68,19,14,14,2,3,5,8,3,65,567,1
10789,45759.0,13,42,18,3,0,4,2,2,0,3,7,51,677,2
10779,22148.0,16,15,14,0,4,11,1,1,0,3,7,32,263,0
5896,73395.0,94,272,80,20,7,11,1,4,4,6,2,28,289,0
2337,29819.0,77,9,24,2,1,2,3,3,0,3,6,44,434,1
10951,45688.0,20,279,18,0,0,9,2,3,1,8,4,47,341,1
544,62820.0,51,398,265,138,61,53,1,3,4,6,1,61,422,0
17,60491.0,81,637,237,12,19,76,4,6,11,7,5,44,571,1
10680,33235.0,71,45,16,2,1,6,1,3,0,3,7,29,244,1
3265,35701.0,36,21,9,7,3,5,1,1,0,3,6,56,653,0
5623,31535.0,95,15,13,0,0,19,1,1,1,2,7,35,462,1
5832,92556.0,32,493,352,184,23,28,0,3,5,13,0,55,256,0
5544,67384.0,32,957,175,158,53,107,2,7,8,5,5,45,812,1
6417,80573.0,85,829,430,60,92,15,1,4,6,13,2,44,809,0
5831,77870.0,93,1017,500,65,50,133,3,5,5,5,8,48,862,1
7101,52278.0,24,953,71,0,0,174,6,10,5,10,8,52,706,1
10176,57107.0,44,159,120,0,0,137,7,4,4,8,8,47,860,1
2326,18929.0,15,32,8,23,4,18,1,1,0,4,6,25,684,0
4385,36038.0,82,23,15,0,2,7,2,3,0,3,6,34,580,1
2929,20180.0,27,18,24,15,20,18,1,2,1,4,7,39,680,0
10686,34230.0,72,15,4,0,0,2,1,1,0,2,7,50,736,2
2546,31878.0,7,23,5,10,5,23,1,1,0,4,3,38,193,1
3283,70932.0,57,200,100,46,185,185,2,6,2,12,3,43,347,1
3138,91249.0,84,1324,119,71,108,27,0,7,9,6,4,59,803,0
4994,77598.0,53,1193,281,129,66,33,1,7,5,13,3,72,721,0
7966,80982.0,48,505,401,104,22,22,3,11,5,11,5,56,518,2
3112,22701.0,2,2,9,0,4,5,1,1,0,3,5,38,602,1
10872,55212.0,65,1103,45,0,0,34,3,4,2,11,8,46,769,1
2181,70617.0,45,353,753,40,46,27,1,3,3,7,2,45,557,0
1867,64849.0,42,652,350,94,84,108,1,9,3,6,5,58,779,0
1518,62694.0,29,379,157,25,91,91,5,9,3,7,7,50,563,2
5734,61917.0,83,46,36,2,2,1,1,2,0,4,5,41,407,2
2878,67472.0,93,162,127,8,17,69,2,4,2,7,3,68,460,1
1458,21059.0,40,8,19,3,3,8,3,3,0,3,6,33,184,1
7007,29543.0,47,17,18,3,4,18,2,3,1,2,7,47,362,2
6200,75903.0,50,340,185,130,38,100,2,6,6,9,3,64,515,1
1403,34984.0,40,8,15,3,5,3,2,1,0,3,7,40,936,2
4827,54998.0,3,154,202,39,30,8,5,4,2,9,4,59,455,1
6250,54356.0,62,710,30,20,0,0,3,11,2,8,8,66,773,1
9291,34242.0,25,8,4,0,0,1,1,0,0,3,5,56,284,1
2478,25410.0,48,2,4,13,13,4,1,1,0,4,4,42,488,1
1139,73356.0,56,1050,322,0,14,112,1,5,11,5,2,31,213,0
